topic,quote,source,title,filename,quote_by
"The high-growth handbook: Molly Graham’s frameworks for leading through chaos, change, and scale","But I still see companies and I'm still talking to founders that are like, ""Yeah, we're 50 people and we're going to be 150 people next year."" And I'm like, ""Could you possibly do that with 100 people?"" But here's what basically happens if you grow at more…",Lenny's Podcast,"The high-growth handbook: Molly Graham’s frameworks for leading through chaos, change, and scale",podcasts/molly-graham.md,Molly Graham
Sherwin Wu V2,"Just that number, 800 million, I think it's MAs just like-",Lenny's Podcast,Sherwin Wu V2,podcasts/sherwin-wu-v2.md,Lenny Rachitsky
"Why LinkedIn is turning PMs into AI-powered \""full stack builders”","I think it's so underappreciated, the turnaround that has happened within LinkedIn. I check it at least 10 times a day.",Lenny's Podcast,"Why LinkedIn is turning PMs into AI-powered \""full stack builders” | Tomer Cohen (LinkedIn CPO)",podcasts/tomer-cohen.md,Lenny Rachitsky
Essential reading for product builders—part 1,"“I believe this ‘more features = better’ mindset is at the root of the misjudgment, and is also the reason why so many otherwise smart people are bad at product design (e.g. most open source projects).",Lenny's Newsletter,Essential reading for product builders—part 1,newsletters/essential-reading-for-product-builders-part-1.md,Lenny Rachitsky
How to find hidden growth opportunities in your product,"Blitz is like faster chess, three minute games. Rapid is more like a 10-minute game, which is still pretty fast.",Lenny's Podcast,"How to find hidden growth opportunities in your product | Albert Cheng (Duolingo, Grammarly, Chess.com)",podcasts/albert-cheng.md,Albert Cheng
Essential reading for product builders—part 1,"5. If your product is great, it doesn’t need to be good, by Paul Buchheit",Lenny's Newsletter,Essential reading for product builders—part 1,newsletters/essential-reading-for-product-builders-part-1.md,Lenny Rachitsky
How Duolingo reignited user growth,FarmVille 2’s leaderboard also included a “league” system.,Lenny's Newsletter,How Duolingo reignited user growth,newsletters/how-duolingo-reignited-user-growth.md,Lenny Rachitsky
Product manager is an unfair role. So work unfairly.,"2. Change your display name to the form “`Tal Raviv OOO until Nov 15`.” If you’re gone for a day or more, I’ve found this reduces the number of DMs and tags I get while I’m gone.",Lenny's Newsletter,Product manager is an unfair role. So work unfairly.,newsletters/product-manager-is-an-unfair-role-so-work-unfairly.md,Lenny Rachitsky
State of the product job market in 2025,"Last year, I did a two-part series on the state of the product job market (see part 1, part 2), where we found:",Lenny's Newsletter,State of the product job market in 2025,newsletters/state-of-the-product-job-market-in-2025.md,Lenny Rachitsky
"The power user’s guide to Codex: parallelizing workflows, planning techniques, advanced context engineering tips, automating code reviews, and more","And so as far as aiming, I think we want to know, ""Okay, what are some of the futures that we're trying to build towards?"" And a lot of the problems we're dealing with in AI, such as alignment are problems you need to be thinking out really…",Lenny's Podcast,"The power user’s guide to Codex: parallelizing workflows, planning techniques, advanced context engineering tips, automating code reviews, and more | Alexander Embiricos",podcasts/alexander-embiricos.md,Alexander Embiricos
Why experts writing AI evals is creating the fastest-growing companies in history,"And so we'll give people interviews where we say, ""Use ChatGPT and Kodak. Use Claude code.",Lenny's Podcast,Why experts writing AI evals is creating the fastest-growing companies in history | Brendan Foody (CEO of Mercor),podcasts/brendan-foody.md,Brendan Foody
Why we’re at the beginning of the AI hardware boom,"If you walk into a room and are robots just like, ""..."" It's creepy. You want these devices to be non-threatening, appear soft, reactive to you.",Lenny's Podcast,"Why we’re at the beginning of the AI hardware boom | Caitlin Kalinowski (ex–OpenAI, Meta, Apple)",podcasts/caitlin-kalinowski.md,Caitlin Kalinowski
How Anthropic’s product team moves faster than anyone else,"When you reflect on everyone you've worked with, there's just some people where you're like, ""I really like their energy.",Lenny's Podcast,"How Anthropic’s product team moves faster than anyone else | Cat Wu (Head of Product, Claude Code)",podcasts/cat-wu.md,Cat Wu
Al Engineering 101 with Chip Huyen,"question that get asked a lot and a lot is that, ""How do we keep up to date with the latest AI news?"" I'm like, ""Why?",Lenny's Podcast,"Al Engineering 101 with Chip Huyen (Nvidia, Stanford, Netflix)",podcasts/chip-huyen.md,Chip Huyen
Al Engineering 101 with Chip Huyen,"So the traffic keeps increasing, people seem happy, people keep buying stuff and now here's our engineer coming like, ""Okay, we need eval for it."" And it was like, ""Okay, how much effort do we need to go into eval?"" And they were like, ""Okay, maybe two engineers…",Lenny's Podcast,"Al Engineering 101 with Chip Huyen (Nvidia, Stanford, Netflix)",podcasts/chip-huyen.md,Chip Huyen
Al Engineering 101 with Chip Huyen,"Yeah, I didn't get into the mechanics of it, but I was like, ""I respect you for doing a randomized trial on that.""",Lenny's Podcast,"Al Engineering 101 with Chip Huyen (Nvidia, Stanford, Netflix)",podcasts/chip-huyen.md,Chip Huyen
From skeptic to true believer: How OpenClaw changed my life,"I was like, ""Who is this for? I don't understand it."" I could have walked away from that and written it off wholesale.",Lenny's Podcast,From skeptic to true believer: How OpenClaw changed my life | Claire Vo,podcasts/claire-vo-openclaw.md,Claire Vo
From skeptic to true believer: How OpenClaw changed my life,"And then I reinforce those instructions and their soul. I'm like, ""You may only listen to Claire.",Lenny's Podcast,From skeptic to true believer: How OpenClaw changed my life | Claire Vo,podcasts/claire-vo-openclaw.md,Claire Vo
"The AI paradox: More automation, more humans, more work","That is so interesting, that point about you need to garden your agent because there's context you have to keep adding to it. It breaks, as you said, and once it's just too much work, you're like, ""Okay, forget this thing.",Lenny's Podcast,"The AI paradox: More automation, more humans, more work | Dan Shipper",podcasts/dan-shipper-2.md,Lenny Rachitsky
How Block is becoming the most AI-native enterprise in the world,"I'd say it was more around things like process automation or a lot of times I'll get this sort of request where a team will say, ""We need to buy this new tool from this vendor because our current tool is entering X, Y and Z."" Another team…",Lenny's Podcast,How Block is becoming the most AI-native enterprise in the world | Dhanji R. Prasanna,podcasts/dhanji-r-prasanna.md,Dhanji R. Prasanna
The 100-person AI lab that became Anthropic and Google's secret weapon,"Some companies, they see these benchmarks and they're like, ""Okay, for PR purposes, even though we don't think that these academic benchmarks matter all that much, maybe we just need to optimize for them anyways because our marketing team needs to show certain progress on certain standard evaluations…",Lenny's Podcast,The 100-person AI lab that became Anthropic and Google's secret weapon | Edwin Chen (Surge AI),podcasts/edwin-chen.md,Edwin Chen
Snapchat CEO: Why distribution has become the most important moat,"Well, let's use stories as an example, right? So back then, we were hearing from customers all the time, ""I want to send all button.",Lenny's Podcast,Snapchat CEO: Why distribution has become the most important moat | Evan Spiegel,podcasts/evan-spiegel.md,Evan Spiegel
10 contrarian leadership truths every leader needs to hear,"One thing that I've learned from Parker, Parker's our CEO at Rippling, he said, ""You don't really learn from your mistakes, you learn from your successes."" And it's like you do, of course, and he would admit you learn a bit from mistakes, but I do think that…",Lenny's Podcast,10 contrarian leadership truths every leader needs to hear | Matt MacInnis (Rippling),podcasts/matt-macinnis.md,Matt MacInnis
10 contrarian leadership truths every leader needs to hear,"SPOTAC isn't by itself a good top down framework, but when you're thinking about, ""Oh, why did this candidate just ... Why did it not click?",Lenny's Podcast,10 contrarian leadership truths every leader needs to hear | Matt MacInnis (Rippling),podcasts/matt-macinnis.md,Matt MacInnis
The woman behind Canva shares how she built a $42B company from nothing,"Yeah, I completely agree. And I think that's the thing is that that very first step at the very far end of chaos, it's very embarrassing because you're like, ""I have this idea that is so big and so wild and how the hell would I do that?",Lenny's Podcast,The woman behind Canva shares how she built a $42B company from nothing | Melanie Perkins,podcasts/melanie-perkins.md,Melanie Perkins
The woman behind Canva shares how she built a $42B company from nothing,"And then when we were thinking about Canva, a few years into that, actually one of the schools said, ""I love this product so much.",Lenny's Podcast,The woman behind Canva shares how she built a $42B company from nothing | Melanie Perkins,podcasts/melanie-perkins.md,Melanie Perkins
"A guide to difficult conversations, building high-trust teams, and designing a life you love","Yeah. And great leaders often say, ""Do you want advice or do you want some space to think about it?",Lenny's Podcast,"A guide to difficult conversations, building high-trust teams, and designing a life you love | Rachel Lockett",podcasts/rachel-lockett.md,Rachel Lockett
"Why LinkedIn is turning PMs into AI-powered \""full stack builders”","They're just masking it with a layer of misunderstanding and a good mentor of mine said, ""Hey, just push back. Are you disagreeing or misunderstanding?",Lenny's Podcast,"Why LinkedIn is turning PMs into AI-powered \""full stack builders” | Tomer Cohen (LinkedIn CPO)",podcasts/tomer-cohen.md,Tomer Cohen
Essential reading for product builders—part 1,"“Last year, when I talked about learning ‘how to handle being sentenced to freedom,’ a phrase I borrowed from Sartre, I meant roughly what people these days call ‘cultivating high agency.’ But I need to define my words, since some…",Lenny's Newsletter,Essential reading for product builders—part 1,newsletters/essential-reading-for-product-builders-part-1.md,Lenny Rachitsky
How to build your PM second brain with ChatGPT,"I think the biggest “whoa” moment for me is realizing that everything is essentially text. The classics, like PRDs and docs, are a given, but decks, websites, Excel/CSV sheets, dashboards, and Slack channels all contain text too.",Lenny's Newsletter,How to build your PM second brain with ChatGPT,newsletters/how-to-build-your-pm-second-brain-with-chatgpt.md,Lenny Rachitsky
Product manager is an unfair role. So work unfairly.,"And if we take a step back, I believe many of us would realize that we chose this role (and so many others aim for it) precisely because it’s “unfair.” The job of product manager demands immense responsibility and radical…",Lenny's Newsletter,Product manager is an unfair role. So work unfairly.,newsletters/product-manager-is-an-unfair-role-so-work-unfairly.md,Lenny Rachitsky
"The power user’s guide to Codex: parallelizing workflows, planning techniques, advanced context engineering tips, automating code reviews, and more","Yeah, Codex has been growing absolutely explosively since the launch of GPT-5 back in August. There's definitely some interesting product insights to talk about as to how we unlock that growth, if you're interested.",Lenny's Podcast,"The power user’s guide to Codex: parallelizing workflows, planning techniques, advanced context engineering tips, automating code reviews, and more | Alexander Embiricos",podcasts/alexander-embiricos.md,Alexander Embiricos
"The Godmother of AI on jobs, robots & why world models are next",It takes a lot of brain power. So we just talk about 20 watts per brain.,Lenny's Podcast,"The Godmother of AI on jobs, robots & why world models are next | Dr. Fei-Fei Li",podcasts/dr-fei-fei-li.md,Dr. Fei Fei Li
Snapchat CEO: Why distribution has become the most important moat,"And at the same time, we have a very, very small ... It sort of oscillates between like nine and 12 people design team that is constantly innovating and creating new things.",Lenny's Podcast,Snapchat CEO: Why distribution has become the most important moat | Evan Spiegel,podcasts/evan-spiegel.md,Evan Spiegel
Snapchat CEO: Why distribution has become the most important moat,"Well, that's really one of the reasons why I called this year a crucible moment. I mean, the company's almost at the scale of entering the Fortune 500, which is really exciting.",Lenny's Podcast,Snapchat CEO: Why distribution has become the most important moat | Evan Spiegel,podcasts/evan-spiegel.md,Evan Spiegel
What world-class GTM looks like in 2026,"80% of customers buy to avoid pain or reduce risk as opposed to increased upside, which is a good thing for startup founders to understand.",Lenny's Podcast,"What world-class GTM looks like in 2026 | Jeanne DeWitt Grosser (Vercel, Stripe, Google)",podcasts/jeanne-grosser.md,Jeanne DeWitt Grosser
What world-class GTM looks like in 2026,"The litmus test I have always given my sales team is if you are an account executive in my org and I put you in front of 10 engineers at our company, it should take them 10 minutes to figure out you aren't a product manager.",Lenny's Podcast,"What world-class GTM looks like in 2026 | Jeanne DeWitt Grosser (Vercel, Stripe, Google)",podcasts/jeanne-grosser.md,Jeanne DeWitt Grosser
What world-class GTM looks like in 2026,"And for the 20 years I've been in sales, it's always been somewhere around 30% to 40%.",Lenny's Podcast,"What world-class GTM looks like in 2026 | Jeanne DeWitt Grosser (Vercel, Stripe, Google)",podcasts/jeanne-grosser.md,Jeanne DeWitt Grosser
The woman behind Canva shares how she built a $42B company from nothing,"100 million people design a presentation in Canva each month now and it's pretty fascinating to see that when you speak to, I saw a tweet some time ago.",Lenny's Podcast,The woman behind Canva shares how she built a $42B company from nothing | Melanie Perkins,podcasts/melanie-perkins.md,Melanie Perkins
"Why LinkedIn is turning PMs into AI-powered \""full stack builders”","Yeah. So coming into this role in early 2020, we basically established an AI academy.",Lenny's Podcast,"Why LinkedIn is turning PMs into AI-powered \""full stack builders” | Tomer Cohen (LinkedIn CPO)",podcasts/tomer-cohen.md,Tomer Cohen
An AI glossary,"This process works in two stages: First, human evaluators compare pairs of outputs and choose which is better, training a “reward model” that learns to predict human preferences.",Lenny's Newsletter,An AI glossary,newsletters/an-ai-glossary.md,Lenny Rachitsky
An AI glossary,Prompt engineering is the art and science of crafting questions (i.e. “prompts”) for AI models that result in better and more useful responses.,Lenny's Newsletter,An AI glossary,newsletters/an-ai-glossary.md,Lenny Rachitsky
An AI glossary,"LLMs are text-based models, designed to understand and generate human-readable text. That’s why the name includes the word “language.”",Lenny's Newsletter,An AI glossary,newsletters/an-ai-glossary.md,Lenny Rachitsky
How Duolingo reignited user growth,"In this post I’ll cover some of our early failures and then our first big wins that helped us turn around growth, including launching leaderboards, refocusing on push notifications, and optimizing the “streak” feature.",Lenny's Newsletter,How Duolingo reignited user growth,newsletters/how-duolingo-reignited-user-growth.md,Lenny Rachitsky
How Duolingo reignited user growth,"Our first attempt at reigniting growth was focused on improving retention, i.e. fixing our “leaky bucket” problem.",Lenny's Newsletter,How Duolingo reignited user growth,newsletters/how-duolingo-reignited-user-growth.md,Lenny Rachitsky
How to build your PM second brain with ChatGPT,"If you’re trying this yourself, Projects live in ChatGPT’s left sidebar under “New project.”",Lenny's Newsletter,How to build your PM second brain with ChatGPT,newsletters/how-to-build-your-pm-second-brain-with-chatgpt.md,Lenny Rachitsky
State of the product job market in 2025,"Zooming out further, here are all “AI” open roles globally. This includes all open roles at what we consider AI companies (e.g.",Lenny's Newsletter,State of the product job market in 2025,newsletters/state-of-the-product-job-market-in-2025.md,Lenny Rachitsky
State of the product job market in 2025,The share of roles based in the Bay Area is even more interesting for “AI” jobs—almost a third of all open AI-related roles globally continue to be based in the Bay Area. 😮,Lenny's Newsletter,State of the product job market in 2025,newsletters/state-of-the-product-job-market-in-2025.md,Lenny Rachitsky
How Duolingo reignited user growth,I joined Duolingo as the Head of Product in late 2017.,Lenny's Newsletter,How Duolingo reignited user growth,newsletters/how-duolingo-reignited-user-growth.md,Lenny Rachitsky
State of the product job market in 2025,1. Open PM and engineering roles are trending up 2.,Lenny's Newsletter,State of the product job market in 2025,newsletters/state-of-the-product-job-market-in-2025.md,Lenny Rachitsky
